,location,date,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,population,total_deaths,total_cases,total_deaths_per_million,total_cases_per_million
0,Afghanistan,2020-02,0.0,0.0,0.0,0.0,1192734388.0,,,,
1,Afghanistan,2020-03,91.0,2.0,52.715999999999994,0.8579999999999999,1274991932.0,6.0,504.0,0.14700000000000002,12.253
2,Afghanistan,2020-04,1239.0,41.0,1156.719,38.436,1233863160.0,573.0,18935.0,13.933,460.386
3,Afghanistan,2020-05,13113.0,205.0,9310.425000000001,177.0,1274991932.0,4065.0,168674.0,98.833,4101.115
4,Afghanistan,2020-06,16173.0,455.0,18771.001,398.144,1233863160.0,12879.0,682156.0,313.146,16585.86
5,Afghanistan,2020-07,5420.0,543.0,6638.425,617.426,1274991932.0,30924.0,1054864.0,751.881,25647.833
6,Afghanistan,2020-08,2107.0,156.0,2035.8519999999999,158.007,1274991932.0,41465.0,1156512.0,1008.177,28119.29
7,Afghanistan,2020-09,1049.0,51.0,1109.854,56.289,1233863160.0,42684.0,1158531.0,1037.813,28168.388
8,Afghanistan,2020-10,1576.0,58.0,1692.994,64.86,1274991932.0,45897.0,1236939.0,1115.93,30074.786
9,Afghanistan,2020-11,5198.0,241.0,4152.997,185.996,1233863160.0,48108.0,1288904.0,1169.692,31338.256
10,Afghanistan,2020-12,5882.0,406.0,6552.151,431.286,1274991932.0,60703.0,1518973.0,1475.922,36932.129
11,Afghanistan,2021-01,3175.0,242.0,3183.004,252.85299999999998,1274991932.0,71221.0,1662158.0,1731.655,40413.502
12,Afghanistan,2021-02,691.0,43.0,963.572,52.433,1151605616.0,67726.0,1550869.0,1646.676,37707.649000000005
13,Afghanistan,2021-03,580.0,27.0,592.425,33.425,1274991932.0,76121.0,1735005.0,1850.797,42184.706
14,Afghanistan,2021-04,2549.0,112.0,2480.859,108.857,1233863160.0,75801.0,1723343.0,1843.013,41901.152
15,Afghanistan,2021-05,11918.0,337.0,8472.99,259.567,1274991932.0,84489.0,1958597.0,2054.255,47621.091
16,Afghanistan,2021-06,43459.0,1731.0,41776.566999999995,1588.285,1233863160.0,108753.0,2707622.0,2644.208,65832.795
17,Afghanistan,2021-07,29651.0,1775.0,34928.435,2001.291,1274991932.0,178415.0,4142253.0,4337.965,100714.236
18,Afghanistan,2021-08,9162.0,684.0,8863.715,661.7139999999999,1274991932.0,215479.0,4676620.0,5239.131,113706.78
19,Afghanistan,2021-09,1866.0,90.0,2061.43,112.283,1233863160.0,214917.0,4620291.0,5225.475,112337.19900000001
20,Afghanistan,2021-10,1189.0,73.0,1060.424,56.718999999999994,1274991932.0,224138.0,4819326.0,5449.675,117176.51299999999
21,Afghanistan,2021-11,1102.0,36.0,1147.138,48.285,1233863160.0,218695.0,4695655.0,5317.329,114169.586
22,Afghanistan,2021-12,712.0,44.0,875.86,45.281,1274991932.0,227134.0,4885681.0,5522.512,118789.85800000001
23,Afghanistan,2022-01,3764.0,55.0,2273.572,45.568,1274991932.0,228617.0,4924015.0,5558.572,119721.908
24,Afghanistan,2022-02,11514.0,181.0,12133.999,154.567,1151605616.0,209340.0,4709248.0,5089.871,114500.09
25,Afghanistan,2022-03,4294.0,72.0,5062.565,108.286,1274991932.0,236652.0,5445406.0,5753.929,132398.944
26,Afghanistan,2022-04,1174.0,21.0,1298.291,23.279,1233863160.0,230241.0,5345458.0,5598.051,129968.82
27,Afghanistan,2022-05,1475.0,20.0,1218.426,17.715,1274991932.0,238381.0,5557402.0,5795.973,135122.0
28,Afghanistan,2022-06,1949.0,16.0,2063.289,17.137,1233863160.0,231306.0,5433427.0,5623.949,132107.69
29,Afghanistan,2022-07,3508.0,30.0,2702.287,23.435,1274991932.0,239614.0,5686226.0,5825.94,138254.219
30,Afghanistan,2022-08,6628.0,27.0,6816.148,28.285999999999998,1274991932.0,240461.0,5846496.0,5846.537,142151.002
31,Afghanistan,2022-09,6075.0,22.0,6663.286,28.144,1233863160.0,233625.0,5872634.0,5680.326,142786.51700000002
32,Afghanistan,2022-10,4551.0,25.0,4147.579,23.145,1274991932.0,242062.0,6222123.0,5885.473,151283.945
33,Afghanistan,2022-11,2762.0,12.0,3086.717,13.292,1233863160.0,234839.0,6127981.0,5709.844,148994.986
34,Afghanistan,2022-12,1726.0,12.0,1976.291,12.856,1274991932.0,243033.0,6405907.0,5909.077,155752.452
35,Afghanistan,2023-01,1098.0,21.0,913.42,17.564999999999998,1274991932.0,243503.0,6445123.0,5920.506,156705.943
36,Afghanistan,2023-02,831.0,12.0,921.286,14.861,1151605616.0,220494.0,5847871.0,5361.0560000000005,142184.436
37,Afghanistan,2023-03,829.0,4.0,876.001,4.433,1274991932.0,244284.0,6497880.0,5939.492,157988.678
38,Afghanistan,2023-04,4800.0,10.0,4153.007,5.861999999999999,1233863160.0,236547.0,6366714.0,5751.379,154799.518
39,Afghanistan,2023-05,6337.0,23.0,6581.286,26.421,1274991932.0,245038.0,6763782.0,5957.825,164453.777
40,Africa,2020-02,1.0,0.0,1.001,0.0,41375361806.0,,14.0,,0.014
41,Africa,2020-03,4565.0,140.0,2719.864,75.421,44228835034.0,707.0,25836.0,0.497,18.105
42,Africa,2020-04,26756.0,1625.0,25888.86,1607.001,42802098420.0,30308.0,494550.0,21.249,346.63300000000004
43,Africa,2020-05,113256.0,2652.0,86601.715,2041.145,44228835034.0,87950.0,2305710.0,61.647,1616.076
44,Africa,2020-06,234371.0,7537.0,220083.287,6976.715,42802098420.0,226815.0,7111809.0,158.975,4984.667
45,Africa,2020-07,457877.0,8326.0,483585.134,9217.433,44228835034.0,500722.0,18923679.0,350.962,13263.607
46,Africa,2020-08,406714.0,11710.0,382852.998,10783.708,44228835034.0,829992.0,33377846.0,581.744,23394.539
47,Africa,2020-09,218213.0,5890.0,237100.147,6535.286,42802098420.0,1046793.0,40501519.0,733.695,28387.523
48,Africa,2020-10,259853.0,5203.0,282772.999,5846.289,44228835034.0,1267798.0,49644977.0,888.599,34796.173
49,Africa,2020-11,444833.0,8941.0,377777.997,7459.572,42802098420.0,1426538.0,58446714.0,999.857,40965.31
50,Africa,2020-12,496013.0,10613.0,519239.428,11124.717,44228835034.0,1761994.0,74224877.0,1234.978,52024.236
51,Africa,2021-01,915267.0,27997.0,843156.71,24043.285,44228835034.0,2336024.0,96914974.0,1637.318,67927.728
52,Africa,2021-02,345901.0,13062.0,398358.145,15844.284,39948625192.0,2709105.0,104540173.0,1898.812,73272.231
53,Africa,2021-03,297086.0,8472.0,327095.428,9750.857,44228835034.0,3337432.0,125813400.0,2339.203,88182.641
54,Africa,2021-04,328534.0,8122.0,350231.004,8671.568,42802098420.0,3493986.0,132014565.0,2448.932,92529.033
55,Africa,2021-05,327255.0,10244.0,285659.569,9213.14,44228835034.0,3897512.0,146110193.0,2731.77,102408.67
56,Africa,2021-06,570581.0,10814.0,536432.29,10616.427,42802098420.0,4053651.0,153205623.0,2841.203,107381.853
57,Africa,2021-07,1065548.0,23199.0,1153067.43,24740.143,44228835034.0,4769985.0,187521468.0,3343.285,131433.829
58,Africa,2021-08,1315459.0,31034.0,1188522.426,27817.996,44228835034.0,5650268.0,225159520.0,3960.2709999999997,157814.344
59,Africa,2021-09,528692.0,14418.0,629343.724,16834.57,42802098420.0,6111525.0,243931473.0,4283.565,170971.623
60,Africa,2021-10,245980.0,8686.0,239839.149,8344.569,44228835034.0,6658275.0,263260242.0,4666.784000000001,184519.15600000002
61,Africa,2021-11,171636.0,4654.0,169987.428,5142.285,42802098420.0,6624577.0,260172250.0,4643.167,182354.79
62,Africa,2021-12,860899.0,4419.0,851971.281,4872.431,44228835034.0,6992749.0,283708185.0,4901.22,198851.134
63,Africa,2022-01,1433745.0,11437.0,1299146.283,9914.712,44228835034.0,7232351.0,322879315.0,5069.161,226306.181
64,Africa,2022-02,622855.0,10072.0,705453.5719999999,10651.284,39948625192.0,6833573.0,318550544.0,4789.651,223272.141
65,Africa,2022-03,218876.0,3285.0,302693.866,4322.861,44228835034.0,7794989.0,366205126.0,5463.509,256673.251
66,Africa,2022-04,137405.0,1135.0,148589.295,1239.287,42802098420.0,7597715.0,359658061.0,5325.242,252084.411
67,Africa,2022-05,275856.0,1259.0,253422.856,1109.855,44228835034.0,7884284.0,378386392.0,5526.097,265211.096
68,Africa,2022-06,164874.0,975.0,174061.147,1052.718,42802098420.0,7663282.0,372083528.0,5371.194,260793.422
69,Africa,2022-07,251232.0,1137.0,228183.144,1013.005,44228835034.0,7949740.0,390954763.0,5571.969,274020.276
70,Africa,2022-08,84512.0,500.0,113644.572,658.142,44228835034.0,7976225.0,396274281.0,5590.542,277748.729
71,Africa,2022-09,45012.0,251.0,51090.425,282.14300000000003,42802098420.0,7731031.0,385543130.0,5418.686,270227.262
72,Africa,2022-10,37250.0,238.0,33539.568,196.998,44228835034.0,7995413.0,399524203.0,5603.98,280026.597
73,Africa,2022-11,47581.0,208.0,46454.566999999995,230.714,42802098420.0,7744334.0,387809860.0,5427.998,271816.02
74,Africa,2022-12,40998.0,236.0,46918.712,260.427,44228835034.0,8010352.0,402286820.0,5614.454000000001,281962.917
75,Africa,2023-01,41034.0,163.0,36342.0,144.711,44228835034.0,8015455.0,403498321.0,5618.031,282812.06
76,Africa,2023-02,17600.0,90.0,20603.995,97.99900000000001,39948625192.0,7243548.0,365263540.0,5077.009,256013.28600000002
77,Africa,2023-03,18587.0,81.0,19688.002,87.852,44228835034.0,8022224.0,404975961.0,5622.782999999999,283847.748
78,Africa,2023-04,10499.0,78.0,8760.566,66.863,42802098420.0,7765716.0,392286485.0,5442.994,274953.684
79,Africa,2023-05,10034.0,50.0,11668.571,61.146,44228835034.0,8026741.0,405706071.0,5625.945,284359.468
80,Albania,2020-02,0.0,0.0,0.0,0.0,82427222.0,,,,
81,Albania,2020-03,186.0,8.0,119.71300000000001,4.5729999999999995,88111858.0,45.0,1279.0,15.837,449.986
82,Albania,2020-04,492.0,19.0,518.565,22.147,85269540.0,629.0,12947.0,221.29500000000002,4555.086
83,Albania,2020-05,421.0,6.0,359.573,4.569,88111858.0,955.0,27158.0,336.004,9554.883
84,Albania,2020-06,1170.0,18.0,1024.859,14.576,85269540.0,1128.0,44663.0,396.86,15713.583
85,Albania,2020-07,2301.0,77.0,2452.425,79.144,88111858.0,2820.0,106048.0,992.143,37310.392
86,Albania,2020-08,4625.0,143.0,3951.285,123.85799999999999,88111858.0,6305.0,209601.0,2218.264,73742.976
87,Albania,2020-09,3850.0,102.0,4201.999,115.571,85269540.0,9749.0,329582.0,3429.949,115955.357
88,Albania,2020-10,5511.0,96.0,5927.573,104.576,88111858.0,13117.0,487751.0,4614.896,171603.24300000002
89,Albania,2020-11,17689.0,302.0,14270.423,231.279,85269540.0,17838.0,786518.0,6275.857,276717.102
90,Albania,2020-12,19135.0,363.0,21589.009,414.286,88111858.0,29916.0,1439308.0,10525.211,506385.282
91,Albania,2021-01,20970.0,224.0,17053.144,196.293,88111858.0,38514.0,1995847.0,13550.205,702189.901
92,Albania,2021-02,28879.0,398.0,27486.132,342.283,79584904.0,42104.0,2466111.0,14813.266,867640.783
93,Albania,2021-03,17987.0,436.0,22892.43,508.86,88111858.0,61563.0,3556360.0,21659.441,1251218.1970000002
94,Albania,2021-04,7054.0,175.0,8285.285,200.714,85269540.0,68994.0,3831876.0,24273.85,1348151.756
95,Albania,2021-05,2015.0,81.0,2058.285,80.283,88111858.0,74953.0,4082118.0,26370.38,1436193.281
96,Albania,2021-06,221.0,7.0,305.86,11.578,85269540.0,73566.0,3972500.0,25882.397,1397626.868
97,Albania,2021-07,322.0,1.0,331.422,1.43,88111858.0,76133.0,4111585.0,26785.52,1446560.514
98,Albania,2021-08,10346.0,31.0,7464.862999999999,24.147,88111858.0,76418.0,4208815.0,26885.801,1480768.509
99,Albania,2021-09,23516.0,132.0,24863.998,124.569,85269540.0,76327.0,4666284.0,26853.787,1641717.785
100,Albania,2021-10,17650.0,290.0,15997.145,264.856,88111858.0,86043.0,5436459.0,30272.12,1912684.999
101,Albania,2021-11,14392.0,168.0,15744.291,179.99099999999999,85269540.0,89405.0,5730946.0,31454.960000000003,2016293.043
102,Albania,2021-12,8489.0,110.0,10037.435,133.29,88111858.0,97202.0,6304642.0,34198.147,2218133.9269999997
103,Albania,2022-01,48520.0,147.0,40548.859,121.14999999999999,88111858.0,100883.0,7017786.0,35493.22,2469036.18
104,Albania,2022-02,15573.0,126.0,22822.283,136.715,79584904.0,95067.0,7425722.0,33446.999,2612558.482
105,Albania,2022-03,2004.0,30.0,2909.147,48.429,88111858.0,107900.0,8445961.0,37961.974,2971504.591
106,Albania,2022-04,1367.0,6.0,1469.002,6.864,85269540.0,104805.0,8225132.0,36873.076,2893811.321
107,Albania,2022-05,1327.0,1.0,1191.004,1.001,88111858.0,108393.0,8538725.0,38135.426,3004141.344
108,Albania,2022-06,2199.0,0.0,1996.4360000000001,0.0,85269540.0,104910.0,8304284.0,36910.020000000004,2921659.017
109,Albania,2022-07,31067.0,41.0,24647.857,26.432,88111858.0,108868.0,8988724.0,38302.542,3162462.466
110,Albania,2022-08,17537.0,42.0,22915.569,54.003,88111858.0,110420.0,9876068.0,38848.569,3474652.725
111,Albania,2022-09,3947.0,9.0,5261.9980000000005,11.151,85269540.0,107545.0,9886092.0,37837.077,3478179.435
112,Albania,2022-10,983.0,4.0,938.569,3.7179999999999995,88111858.0,111302.0,10272171.0,39158.882,3614011.871
113,Albania,2022-11,457.0,1.0,530.001,1.7159999999999997,85269540.0,107808.0,9959652.0,37929.606,3504059.712
114,Albania,2022-12,468.0,2.0,503.563,2.002,88111858.0,111428.0,10305850.0,39203.219,3625861.007
115,Albania,2023-01,549.0,0.0,520.431,0.0,88111858.0,111476.0,10323195.0,39220.115,3631963.417
116,Albania,2023-02,264.0,2.0,239.433,1.43,79584904.0,100701.0,9333192.0,35429.186,3283655.099
117,Albania,2023-03,316.0,3.0,357.288,3.5749999999999997,88111858.0,111598.0,10343292.0,39263.028,3639034.062
118,Albania,2023-04,291.0,3.0,302.854,3.0029999999999997,85269540.0,108110.0,10020134.0,38035.851,3525338.821
119,Albania,2023-05,0.0,0.0,0.0,0.0,88111858.0,111724.0,10356790.0,39307.349,3643782.997
120,Algeria,2020-02,0.0,0.0,0.0,0.0,1302193612.0,,,,
121,Algeria,2020-03,454.0,30.0,273.992,12.857999999999999,1392000068.0,90.0,2734.0,2.004,60.888000000000005
122,Algeria,2020-04,2802.0,386.0,2775.716,389.431,1347096840.0,7618.0,57366.0,169.651,1277.544
123,Algeria,2020-05,6011.0,227.0,5228.149,194.42600000000002,1392000068.0,16000.0,189288.0,356.325,4215.455
124,Algeria,2020-06,3701.0,237.0,3926.14,251.855,1347096840.0,22374.0,321943.0,498.277,7169.712
125,Algeria,2020-07,13796.0,254.0,13957.856,274.28700000000003,1392000068.0,31198.0,609783.0,694.779,13579.936
126,Algeria,2020-08,17018.0,355.0,15681.574,311.141,1392000068.0,40876.0,1128236.0,910.308,25125.941
127,Algeria,2020-09,7132.0,220.0,8517.282000000001,255.283,1347096840.0,47972.0,1428473.0,1068.3419999999999,31812.253
128,Algeria,2020-10,4716.0,188.0,5269.292,207.712,1392000068.0,56185.0,1656118.0,1251.246,36881.939
129,Algeria,2020-11,25582.0,496.0,20269.142,399.569,1347096840.0,63565.0,1981836.0,1415.605,44135.712999999996
130,Algeria,2020-12,16645.0,329.0,21078.996,407.43,1392000068.0,79783.0,2812792.0,1776.775,62641.206
131,Algeria,2021-01,9265.0,166.0,8641.281,160.856,1392000068.0,87180.0,3180200.0,1941.511,70823.418
132,Algeria,2021-02,5838.0,91.0,6315.432,96.149,1257290384.0,81935.0,3073595.0,1824.701,68449.306
133,Algeria,2021-03,3790.0,98.0,4522.003,106.578,1392000068.0,93875.0,3561951.0,2090.61,79325.056
134,Algeria,2021-04,3986.0,121.0,4100.567,123.853,1347096840.0,94079.0,3562382.0,2095.1459999999997,79334.656
135,Algeria,2021-05,7720.0,262.0,6609.285,233.574,1392000068.0,103631.0,3864040.0,2307.872,86052.612
136,Algeria,2021-06,9657.0,225.0,9863.289,233.859,1347096840.0,106933.0,3990091.0,2381.411,88859.785
137,Algeria,2021-07,22755.0,357.0,23837.998,383.142,1392000068.0,119786.0,4610006.0,2667.649,102665.357
138,Algeria,2021-08,33803.0,1137.0,31803.0,1025.575,1392000068.0,145205.0,5691031.0,3233.728,126739.907
139,Algeria,2021-09,7903.0,588.0,9517.286,671.7139999999999,1347096840.0,165940.0,5982489.0,3695.503,133230.706
140,Algeria,2021-10,3784.0,151.0,3648.569,151.292,1392000068.0,181427.0,6345178.0,4040.4049999999997,141307.842
141,Algeria,2021-11,3622.0,134.0,3491.145,141.427,1347096840.0,179209.0,6234625.0,3991.0049999999997,138845.805
142,Algeria,2021-12,6396.0,177.0,6755.7119999999995,190.002,1392000068.0,190473.0,6606129.0,4241.862,147119.246
143,Algeria,2022-01,32934.0,326.0,22673.423000000003,280.135,1392000068.0,197832.0,7019056.0,4405.745,156315.175
144,Algeria,2022-02,15468.0,273.0,25419.43,296.57,1257290384.0,187425.0,7255426.0,4173.98,161579.16700000002
145,Algeria,2022-03,843.0,45.0,1421.005,73.71600000000001,1392000068.0,212607.0,8225227.0,4734.781,183176.74
146,Algeria,2022-04,140.0,1.0,163.428,1.573,1347096840.0,206218.0,7971570.0,4592.504,177527.778
147,Algeria,2022-05,112.0,1.0,99.428,1.001,1392000068.0,213125.0,8240306.0,4746.317,183512.559
148,Algeria,2022-06,157.0,0.0,152.71699999999998,0.0,1347096840.0,206250.0,7978186.0,4593.21,177675.104
149,Algeria,2022-07,1344.0,1.0,844.858,1.001,1392000068.0,213133.0,8258333.0,4746.4929999999995,183914.017
150,Algeria,2022-08,2801.0,2.0,3126.714,2.002,1392000068.0,213206.0,8333104.0,4748.124,185579.176
151,Algeria,2022-09,468.0,1.0,653.0,1.001,1347096840.0,206360.0,8115331.0,4595.66,180729.338
152,Algeria,2022-10,193.0,2.0,156.138,2.002,1392000068.0,213295.0,8392629.0,4750.111,186904.812
153,Algeria,2022-11,225.0,0.0,220.42600000000002,0.0,1347096840.0,206430.0,8127184.0,4597.2300000000005,180993.32
154,Algeria,2022-12,133.0,0.0,179.713,0.0,1392000068.0,213311.0,8405453.0,4750.4710000000005,187190.386
155,Algeria,2023-01,175.0,0.0,151.572,0.0,1392000068.0,213311.0,8409709.0,4750.4710000000005,187285.166
156,Algeria,2023-02,70.0,0.0,85.428,0.0,1257290384.0,192668.0,7599389.0,4290.7480000000005,169239.257
157,Algeria,2023-03,129.0,0.0,134.14600000000002,0.0,1392000068.0,213311.0,8416804.0,4750.4710000000005,187443.186
158,Algeria,2023-04,144.0,0.0,111.719,0.0,1347096840.0,206430.0,8148906.0,4597.2300000000005,181477.06
159,Algeria,2023-05,123.0,0.0,152.568,0.0,1392000068.0,213311.0,8425412.0,4750.4710000000005,187634.876
160,American Samoa,2020-02,0.0,0.0,0.0,0.0,1284555.0,,,,
161,American Samoa,2020-03,0.0,0.0,0.0,0.0,1373145.0,,,,
162,American Samoa,2020-04,0.0,0.0,0.0,0.0,1328850.0,,,,
163,American Samoa,2020-05,0.0,0.0,0.0,0.0,1373145.0,,,,
164,American Samoa,2020-06,0.0,0.0,0.0,0.0,1328850.0,,,,
165,American Samoa,2020-07,0.0,0.0,0.0,0.0,1373145.0,,,,
166,American Samoa,2020-08,0.0,0.0,0.0,0.0,1373145.0,,,,
167,American Samoa,2020-09,0.0,0.0,0.0,0.0,1328850.0,,,,
168,American Samoa,2020-10,0.0,0.0,0.0,0.0,1373145.0,,,,
169,American Samoa,2020-11,0.0,0.0,0.0,0.0,1328850.0,,,,
170,American Samoa,2020-12,0.0,0.0,0.0,0.0,1373145.0,,,,
171,American Samoa,2021-01,0.0,0.0,0.0,0.0,1373145.0,,,,
172,American Samoa,2021-02,0.0,0.0,0.0,0.0,1240260.0,,,,
173,American Samoa,2021-03,0.0,0.0,0.0,0.0,1373145.0,,,,
174,American Samoa,2021-04,0.0,0.0,0.0,0.0,1328850.0,,,,
175,American Samoa,2021-05,0.0,0.0,0.0,0.0,1373145.0,,,,
176,American Samoa,2021-06,0.0,0.0,0.0,0.0,1328850.0,,,,
177,American Samoa,2021-07,0.0,0.0,0.0,0.0,1373145.0,,,,
178,American Samoa,2021-08,0.0,0.0,0.0,0.0,1373145.0,,,,
179,American Samoa,2021-09,1.0,0.0,1.001,0.0,1328850.0,,12.0,,270.91200000000003
180,American Samoa,2021-10,3.0,0.0,3.0029999999999997,0.0,1373145.0,,83.0,,1873.808
181,American Samoa,2021-11,1.0,0.0,1.001,0.0,1328850.0,,137.0,,3092.912
182,American Samoa,2021-12,6.0,0.0,5.999,0.0,1373145.0,,310.0,,6998.533
183,American Samoa,2022-01,7.0,0.0,7.0,0.0,1373145.0,,502.0,,11333.098
184,American Samoa,2022-02,66.0,0.0,46.718,0.0,1240260.0,,1399.0,,31583.702
185,American Samoa,2022-03,3194.0,2.0,2675.852,1.43,1373145.0,10.0,32518.0,225.76,734123.49
186,American Samoa,2022-04,2487.0,21.0,3024.423,21.564999999999998,1328850.0,417.0,156062.0,9414.15,3523241.902
187,American Samoa,2022-05,380.0,8.0,344.574,7.436,1373145.0,898.0,185826.0,20273.162,4195191.332
188,American Samoa,2022-06,360.0,0.0,369.431,0.572,1328850.0,930.0,190280.0,20995.59,4295744.436
189,American Samoa,2022-07,1261.0,2.0,1031.568,2.002,1373145.0,991.0,216398.0,22372.722999999998,4885382.091
190,American Samoa,2022-08,402.0,1.0,603.422,0.572,1373145.0,1027.0,247520.0,23185.459,5587989.61
191,American Samoa,2022-09,79.0,0.0,131.281,0.42899999999999994,1328850.0,1020.0,246326.0,23027.43,5561033.974
192,American Samoa,2022-10,10.0,0.0,8.862,0.0,1373145.0,1054.0,255789.0,23795.011000000002,5774669.8319999995
193,American Samoa,2022-11,7.0,0.0,9.426,0.0,1328850.0,1020.0,247815.0,23027.43,5594649.510000001
194,American Samoa,2022-12,2.0,0.0,2.4309999999999996,0.0,1373145.0,1054.0,256219.0,23795.011000000002,5784377.4690000005
195,American Samoa,2023-01,54.0,0.0,52.289,0.0,1373145.0,1054.0,257451.0,23795.011000000002,5812190.995
196,American Samoa,2023-02,0.0,0.0,1.716,0.0,1240260.0,952.0,232960.0,21492.268,5259284.352
197,American Samoa,2023-03,4.0,0.0,3.5749999999999997,0.0,1373145.0,1054.0,257951.0,23795.011000000002,5823478.954
198,American Samoa,2023-04,5.0,0.0,5.433999999999999,0.0,1328850.0,1020.0,249830.0,23027.43,5640139.97
199,American Samoa,2023-05,2.0,0.0,2.002,0.0,1373145.0,1054.0,258249.0,23795.011000000002,5830206.577
200,Andorra,2020-02,0.0,0.0,0.0,0.0,2315447.0,,,,
201,Andorra,2020-03,341.0,6.0,222.142,3.143,2475133.0,25.0,1975.0,313.116,24736.047
202,Andorra,2020-04,397.0,34.0,506.14,35.42,2395290.0,784.0,17598.0,9819.265,220407.55
203,Andorra,2020-05,26.0,11.0,34.861,12.424999999999999,2475133.0,1489.0,23415.0,18649.103,293263.03
204,Andorra,2020-06,91.0,1.0,91.858,1.001,2395290.0,1540.0,25069.0,19287.86,313978.68
205,Andorra,2020-07,42.0,0.0,39.571,0.0,2475133.0,1612.0,26932.0,20189.618000000002,337311.968
206,Andorra,2020-08,227.0,1.0,174.425,1.001,2475133.0,1628.0,30655.0,20390.018,383940.988
207,Andorra,2020-09,712.0,0.0,650.434,0.0,2395290.0,1590.0,41825.0,19914.09,523840.534
208,Andorra,2020-10,2202.0,16.0,2318.575,16.002,2475133.0,1811.0,91055.0,22682.016,1140425.5860000001
209,Andorra,2020-11,2572.0,7.0,2284.141,7.0,2395290.0,2259.0,167269.0,28293.015,2094973.8869999999
210,Andorra,2020-12,1196.0,7.0,1413.575,6.149,2475133.0,2447.0,225051.0,30647.64,2818669.13
211,Andorra,2021-01,2079.0,18.0,1818.4279999999999,14.571,2475133.0,2759.0,272520.0,34555.32,3413198.397
212,Andorra,2021-02,964.0,9.0,1143.1399999999999,10.712,2235604.0,2949.0,289546.0,36934.989,3626441.886
213,Andorra,2021-03,960.0,5.0,971.146,6.720999999999999,2475133.0,3479.0,348426.0,43573.013,4363889.126
214,Andorra,2021-04,1215.0,9.0,1319.432,9.724,2395290.0,3609.0,375665.0,45201.212,4705046.157
215,Andorra,2021-05,669.0,3.0,645.14,3.146,2475133.0,3920.0,416709.0,49096.358,5219104.997
216,Andorra,2021-06,189.0,0.0,231.858,0.0,2395290.0,3810.0,413884.0,47718.66,5183723.053
217,Andorra,2021-07,616.0,0.0,633.149,0.0,2475133.0,3937.0,438994.0,49309.282,5498215.239
218,Andorra,2021-08,527.0,3.0,505.851,2.4309999999999996,2475133.0,3988.0,461057.0,49948.023,5774545.041
219,Andorra,2021-09,142.0,0.0,150.85999999999999,0.572,2395290.0,3900.0,452769.0,48845.85,5670741.325
220,Andorra,2021-10,349.0,0.0,265.285,0.0,2475133.0,4030.0,474635.0,50474.045,5944603.781
221,Andorra,2021-11,1196.0,1.0,934.283,0.42899999999999994,2395290.0,3903.0,475893.0,48883.424999999996,5960359.703
222,Andorra,2021-12,5018.0,8.0,5207.008,7.859,2475133.0,4151.0,603221.0,51989.531,7555089.362
223,Andorra,2022-01,13826.0,6.0,12186.859999999999,6.005,2475133.0,4398.0,884269.0,55083.097,11075097.382
224,Andorra,2022-02,2443.0,6.0,3958.0,6.005999999999999,2235604.0,4142.0,1033074.0,51876.81,12938817.427
225,Andorra,2022-03,1714.0,2.0,1870.003,2.7169999999999996,2475133.0,4712.0,1203794.0,59015.828,15077013.644
226,Andorra,2022-04,1300.0,0.0,1436.8700000000001,0.0,2395290.0,4590.0,1213944.0,57487.83,15204138.122
227,Andorra,2022-05,1881.0,0.0,1696.998,0.0,2475133.0,4743.0,1303240.0,59404.091,16322532.969
228,Andorra,2022-06,880.0,0.0,971.1469999999999,0.0,2395290.0,4590.0,1298626.0,57487.83,16264744.563
229,Andorra,2022-07,1734.0,0.0,1670.849,0.0,2475133.0,4743.0,1387701.0,59404.091,17380371.475
230,Andorra,2022-08,519.0,1.0,652.7139999999999,1.001,2475133.0,4768.0,1420825.0,59717.191,17795235.645999998
231,Andorra,2022-09,120.0,1.0,142.288,1.001,2395290.0,4640.0,1382972.0,58114.05,17321142.748
232,Andorra,2022-10,388.0,0.0,326.573,0.0,2475133.0,4805.0,1436436.0,60180.61,17990756.868
233,Andorra,2022-11,289.0,1.0,350.425,1.001,2395290.0,4661.0,1400503.0,58377.064,17540711.142
234,Andorra,2022-12,862.0,2.0,862.008,2.002,2475133.0,4885.0,1470171.0,61182.579,18413273.544999998
235,Andorra,2023-01,153.0,1.0,142.143,1.001,2475133.0,4922.0,1481448.0,61645.979999999996,18554513.224
236,Andorra,2023-02,36.0,0.0,41.713,0.0,2235604.0,4452.0,1340013.0,55759.424,16783099.329
237,Andorra,2023-03,42.0,0.0,45.865,0.0,2475133.0,4929.0,1484874.0,61733.647999999994,18597422.44
238,Andorra,2023-04,57.0,0.0,33.429,0.0,2395290.0,4770.0,1438204.0,59742.24,18012900.324
239,Andorra,2023-05,41.0,0.0,65.857,0.0,2475133.0,4929.0,1488219.0,61733.647999999994,18639317.156
240,Angola,2020-02,0.0,0.0,0.0,0.0,1032080884.0,,,,
241,Angola,2020-03,0.0,0.0,0.0,0.0,1103258876.0,,,,
242,Angola,2020-04,25.0,0.0,24.718,0.0,1067669880.0,,496.0,,13.933
243,Angola,2020-05,59.0,4.0,39.573,3.146,1103258876.0,25.0,1443.0,0.7000000000000001,40.542
244,Angola,2020-06,175.0,6.0,145.0,5.72,1067669880.0,180.0,4067.0,5.057,114.282
245,Angola,2020-07,657.0,29.0,674.001,28.716,1103258876.0,785.0,17144.0,22.057,481.726
